text,
Barang Aman produk OK. PUAS Terima kasih Semoga awet,isi ini ya ges (positive/neutral/negative)
Unit sdh sampai dalam kondisi normal dan bagus. Trima kasih.,isi ini ya ges (positive/neutral/negative)
"thanks barang nya bagus packing rapi, sukses selalu buat lazada",isi ini ya ges (positive/neutral/negative)
Barangnya bagus sangat puas,isi ini ya ges (positive/neutral/negative)
"recommended pokoknya, barang aman, rapih dan sesuai",isi ini ya ges (positive/neutral/negative)
Tvnya bagus dan pengiriman cepat kurirnya jga ramah mkasih Java elektronik dan Lazada mudah”an awet,isi ini ya ges (positive/neutral/negative)
"barang sumpai lebih cepat dari estimasi,,, tpi klw kwalitas barang mah belum tau karna belum di tes,,sebab ga da antena nya",isi ini ya ges (positive/neutral/negative)
Trimaksh tv ny dah smp dgn selamat bagus tidak ada kekurangan..pesanan sesuai permintaan diantar pke motor..trmksh y,isi ini ya ges (positive/neutral/negative)
"mantap, semenjak",isi ini ya ges (positive/neutral/negative)
Mantap,isi ini ya ges (positive/neutral/negative)
memuaskaann gambarnya jernih dan suaranya jernih..top dehh pokoknya,isi ini ya ges (positive/neutral/negative)
mantap bagus,isi ini ya ges (positive/neutral/negative)
Pengiriman cepat no lecet lecet,isi ini ya ges (positive/neutral/negative)
alhmdulillah barang sampai dngan selamat tanpa cacat .. mudah2an awet ..  good lah,isi ini ya ges (positive/neutral/negative)
trims sdh di terima lazada,isi ini ya ges (positive/neutral/negative)
barang ok.. pengiriman pun cepat..,isi ini ya ges (positive/neutral/negative)
keyen uga.. cm spekernya kurang ngebass over ol oklah,isi ini ya ges (positive/neutral/negative)
"pengiriman cepat packing rapi . cuma blm d coba, mudah2an awet",isi ini ya ges (positive/neutral/negative)
"packing rapi,unit di tes oke",isi ini ya ges (positive/neutral/negative)
"Cepat respon, barang oke semoga awet sampe nanti",isi ini ya ges (positive/neutral/negative)
"Barang berfungsi dengan baik, maaf telat ulasanya ya....",isi ini ya ges (positive/neutral/negative)
Thanks 👍👍👍👍,isi ini ya ges (positive/neutral/negative)
"Barang ok,, dapet bintang 5 dah",isi ini ya ges (positive/neutral/negative)
sesuai gambar😊Smkin skses terus lazada,isi ini ya ges (positive/neutral/negative)
tv aman sampe tujuan tpi blm dites,isi ini ya ges (positive/neutral/negative)
Mantap,isi ini ya ges (positive/neutral/negative)
Mantap,isi ini ya ges (positive/neutral/negative)
Mantap,isi ini ya ges (positive/neutral/negative)
ok..,isi ini ya ges (positive/neutral/negative)
good,isi ini ya ges (positive/neutral/negative)
bagus,isi ini ya ges (positive/neutral/negative)
"di catalog,termasuk ada hands free..TP ternyata tdk ada",isi ini ya ges (positive/neutral/negative)
"barang sangat bagus layar tv jernih dan nyaman digunakan , suara speker sangat bagus puas sekali belanja ditoko ini rekomendasi seller",isi ini ya ges (positive/neutral/negative)
"tidak akan menyesal membeli barang ini layar hd nya jernih dan nyaman dipakai , barang sesuai pesanan , suara speker sangat bagus ok sekali sangat direkomendasikan untuk dibeli",isi ini ya ges (positive/neutral/negative)
yaah mantap. bungkus rapi. aman.,isi ini ya ges (positive/neutral/negative)
kualitas TV secara keseluruhan bagus  Gambar full hd yg tajam dan kualitas suara yg cukup bagus. ada fitur built in media manager dan sudah bisa playback file mkv dari koneksi usb.,isi ini ya ges (positive/neutral/negative)
barang sesuai dgn yg dipesan tks lazada,isi ini ya ges (positive/neutral/negative)
"delivery cepat,barang sesuai..mantap",isi ini ya ges (positive/neutral/negative)
ok bgt tv nya,isi ini ya ges (positive/neutral/negative)
ok...produk sesuai deskripsi....brang cepat sampai,isi ini ya ges (positive/neutral/negative)
"bagus sekali,brg tiba dengan selamat,packing aman",isi ini ya ges (positive/neutral/negative)
"Barang Cepet Banget Sampenya , Kirim Sabtu Senin Udah Sampe 🙂 , Tapi Barang Belom Dibuka , Jadi Belom Tau Ada Yang Lecet Apa Engga , Semoga Aja Sih Engga , Seller Juga Ramah Banget . Thanks ya 🙏",isi ini ya ges (positive/neutral/negative)
packing rapih... fast respon kurir ramah,isi ini ya ges (positive/neutral/negative)
terima kasih seller jga lazada... sesuai gambar dan pesanan nya...,isi ini ya ges (positive/neutral/negative)
"Tidak ada bagus nya sama sekali, flashdisk rusak dijual, buat custumer kecewa !!!!!!!!!!!!",isi ini ya ges (positive/neutral/negative)
"thank's kak barang udah nyampe, semoga bisa di pake flasdisknya. ini barang belom gua coba gua kasih 3 bintang dulu nanti kalo bagus baru gua kasih bintang 5😉",isi ini ya ges (positive/neutral/negative)
"flashdisk bajakan ya....isi aslinya 1,8gb bukan 64gb.... walaupun tertra di pc 64gb menyimpan lebih 1,8gb file gak bisa di buka...hadehhhh",isi ini ya ges (positive/neutral/negative)
"produk telah kami terima dalam kondisi baik, kapasitas sesuai display dan bisa digunakan, terima kasih",isi ini ya ges (positive/neutral/negative)
"plasdisknya tdk bisa menyimpan data ,,, bnyak firus padahal baru .... gak bsa d gunakan plasdisk nya kak...jdi kcwa",isi ini ya ges (positive/neutral/negative)
FD'nya kualitas buruk .... menyesal sekali sudah belanja disini .... tergiur harga murah tpi barang murahan,isi ini ya ges (positive/neutral/negative)
ko 2gb doang ya,isi ini ya ges (positive/neutral/negative)
BARANG BUSUK..sy beli 3 tp ndk bisa dipake untuk save Film semua..,isi ini ya ges (positive/neutral/negative)
"bagus, sesuai, bguuss.. aku sukaa...",isi ini ya ges (positive/neutral/negative)
Tidak bisa mensave semua data,isi ini ya ges (positive/neutral/negative)
barangnya ga kepake ga bisa ngebaca fail ....,isi ini ya ges (positive/neutral/negative)
"Bgus rapi,dan cpt dtng ya,sangat bai",isi ini ya ges (positive/neutral/negative)
masa simpan file video ruang termakan file cuma muncul 1saja,isi ini ya ges (positive/neutral/negative)
ok bagus memuaskan mkasih lazada,isi ini ya ges (positive/neutral/negative)
mksh brg sdh dtg dan packingan rapih,isi ini ya ges (positive/neutral/negative)
"Bagus, sesuai deskripsi, terima kasih",isi ini ya ges (positive/neutral/negative)
"barang rusak ,gak terpakai banyak virus kecewa pokoknya",isi ini ya ges (positive/neutral/negative)
"mantap Min Barang Sudah Diterima,Semoga Awet",isi ini ya ges (positive/neutral/negative)
mantap 👍👍👍barang bagus . ... OTG langsung konek ... semoga Awet 🙏🙏🙏,isi ini ya ges (positive/neutral/negative)
Alhamdulillah paketnya sampe dg baik....terima kasih,isi ini ya ges (positive/neutral/negative)
good,isi ini ya ges (positive/neutral/negative)
siiip,isi ini ya ges (positive/neutral/negative)
ok sipp,isi ini ya ges (positive/neutral/negative)
oke,isi ini ya ges (positive/neutral/negative)
barang y bagus kecil..,isi ini ya ges (positive/neutral/negative)
oke...,isi ini ya ges (positive/neutral/negative)
"Packing aman dan oke, dikirim walaupun lmyn jauh, respon cepat, makasih, oh ya tv-nya blm dites, br buka kardus doang",isi ini ya ges (positive/neutral/negative)
"brg sdh ditetima sesuai dgn order, mksh Lazada n kuriernya baik",isi ini ya ges (positive/neutral/negative)
ok bagus berfungsi,isi ini ya ges (positive/neutral/negative)
Bagus setelah dicoba bersih gambarnya,isi ini ya ges (positive/neutral/negative)
bagus sesuai gambar pengiriman cepat,isi ini ya ges (positive/neutral/negative)
"Pertama kali beli product di Lazada yang harganya ""cukup"" mahal.. Agak khawatir sih, tapi ternyata seller nya terpercaya.. :) Pesanan cepat sampai, barang sesuai dengan yang dideskripsikan, dapet bonus tas laptopnya.. Kondisi barang bagus, packaging rapi.",isi ini ya ges (positive/neutral/negative)
"beli udah setahun yg lalu, sekarang masih lancar dan awet",isi ini ya ges (positive/neutral/negative)
barang sesua yg di tulis dan tercantum.  nyampe dlm 3 hari ke Palembang. sangat recomended,isi ini ya ges (positive/neutral/negative)
"barang ga sampe ke saya, gtw nyampenya kmana",isi ini ya ges (positive/neutral/negative)
Barang aman sampai tujuan. Kualitas tv bagus super silau. Pengiriman lebih cepat dari estimasi.,isi ini ya ges (positive/neutral/negative)
"Puas bro sama TV nya, Pas dateng Pas Debat Presiden lagi, Dan pilihan gw PAS (Prabowo Sandi)👆✌️",isi ini ya ges (positive/neutral/negative)
barang sesuai pesanan cepat sampai packing baik.,isi ini ya ges (positive/neutral/negative)
porus sampai cepat aman semua bagusdan sesuai dengan pesanan terima kasih lazada puuuaaaasss!!!!,isi ini ya ges (positive/neutral/negative)
mantab,isi ini ya ges (positive/neutral/negative)
ok...,isi ini ya ges (positive/neutral/negative)
sangat sangat sangaaaaaatttt BURUK SEKALI DAN SANGATTTTT MENGECEWAKAN saya pesen tv panasonic yg dikirim ny tv Coocaa... sering beli dilazada tapi bari kali ini buruk sekali,isi ini ya ges (positive/neutral/negative)
mas barang nya ngebleng. ini garansinya gmna saya minta pertanggung jawaban nya. saya beli tv panasonic bukan 1 atau 2 cek saya akun saya.. transakasi saya. gmna tangung jawab nya ini. saya minta uang saya kembali. atau ganti baru tv nya . panasonic 40 in,isi ini ya ges (positive/neutral/negative)
"paket sdh diterima dgn baik gda lecet apapun layar bgus gmbr bgus,,cm pengiriman y aga lama dn ga di packing kayu tp over all brg y bgus,,mksih lazada",isi ini ya ges (positive/neutral/negative)
"wihhhhh,, lazada mantulll 👍👍👍masa pesan sore pagi dah nyampe ke Cianjur ,COD lagi .top deh pokoknya kurir nya udah langganan lagi , barang mulus ga kurang suatu apapun ..😍",isi ini ya ges (positive/neutral/negative)
walaupun pengiriman nya lumayan lama hampir satu minggu mungkin karena harbolnas dan flash sale juga jadinya overload seller nya... TV nya kereeenn.. good... mantaap.. ninja express nya hati2 kirim paket nya jadi meluncur dengan selamat... makasih lazada... gak kecewa dapet harga miring tapi kualitas ok,isi ini ya ges (positive/neutral/negative)
"Gambar bagus, jernih, suara terbaik, tapi sayang packing hanya di lapisi bubble warp tanpa dikasih papan/kayu. untung tiba dng selamat.",isi ini ya ges (positive/neutral/negative)
"tv nya bagus dan sampai dengan mulus gak ada cacat 1 pun, sesuai harapan. thanks lazada, kurir dan seller...",isi ini ya ges (positive/neutral/negative)
Transfer malam hari ga sampe 24 jam besok siang nya udah sampe ini tv. Barang gada kendala gada lecet bagus 👍🏻 cuma beli tv lupa beli antena 😂 . Makasih lazada sama mas mas kurir nya,isi ini ya ges (positive/neutral/negative)
"TV original, yang nonton emak bukan gue jadi gabisa merangkai kata-kata. thanks",isi ini ya ges (positive/neutral/negative)
"kualitasnya bagus, tidak ada cacat. tapi estimasi pengirimannya lama di hari terakhir baru sampai. semoga saja awet ya. thanks.",isi ini ya ges (positive/neutral/negative)
"barang original, kartu garansi lengkap",isi ini ya ges (positive/neutral/negative)
barang yg saya terima berbayang garis di sebelah kiri saya sudah pengajuan pengembalian tp dari pihak jne tidak gratis harus biaya ongkir sendiri....tolong dengan sangat bagaimana pertanggung jawaban lazada???? terimakasih,isi ini ya ges (positive/neutral/negative)
kecewa nih..masa barang baru dah kena LCD nya garis2 hitam..aneh bgt.team quality check nya gmn seh..tv rusak kok dikiirim juga.kan hrga nya juga gk kaleng2!!klo mau di return gk bs ganti TV malah kevoucer,isi ini ya ges (positive/neutral/negative)
"Barang sampai dengan selamat,. berfungsi dengan baik,.",isi ini ya ges (positive/neutral/negative)
Alhamdulillah barang sudah diterima dengan baik ....terima lazada,isi ini ya ges (positive/neutral/negative)
Alhamdulillah pengiriman barangnya cepet...mlm d transfer besok siangnya lsg dateng barang....barangnya bagus....ga nyesel deh beli d lazada,isi ini ya ges (positive/neutral/negative)
"Alahamdulilah barang sdh diterima,kondisi bagus,packing bagus dan kurir ramah...pokoky mantap deh lazada",isi ini ya ges (positive/neutral/negative)
Gan...ini ko TV nya pas sudah 1 bulan malah rusak / tidak berwarnaa...tolong konfrmasi nya ...jangan menipu,isi ini ya ges (positive/neutral/negative)
"Kondisi barang sangat sangat bagussss.... tidak ada cacat sama sekali, cuma ternyata suara type ini tidak ada bass nya ya.",isi ini ya ges (positive/neutral/negative)
"alhamdulillah, tv led nya mendarat dg selamat, gambarnya ok pokoknya kreenlah nyampainya cepat trimakasi lazada smoga awet",isi ini ya ges (positive/neutral/negative)
"bagus, murah, cepat sampai",isi ini ya ges (positive/neutral/negative)
bagus banget gambarnya.,isi ini ya ges (positive/neutral/negative)
BARANG BAGUS KUALIATAS OKE BGT,isi ini ya ges (positive/neutral/negative)
thankyou...,isi ini ya ges (positive/neutral/negative)
"mantoel!! rabu pesen flash sale, besok nya hadir.. semua berfungsi.  cuma gak dapet bracket ya?",isi ini ya ges (positive/neutral/negative)
"thnks lazada,,, tv sdh nympe dng selamat. keren dan murmer",isi ini ya ges (positive/neutral/negative)
"Pesan kemarin sampai hari ini, Alhamdulillah kualitas oke, dapet baterai juga 👍🏻",isi ini ya ges (positive/neutral/negative)
Alhamdulillah..mantul dah pokoknya tdk kurang suatu apapun 👍,isi ini ya ges (positive/neutral/negative)
tv datang dengan selamat kondisi mulus lus lus... sesuai dengan spek dan pengiriman sesuai dengan targetnya..mantappp,isi ini ya ges (positive/neutral/negative)
walau nyampe nya agak telat...alhamdulillah barang oke,isi ini ya ges (positive/neutral/negative)
mendarat dengan selamat... bagus ... semoga awet ya...,isi ini ya ges (positive/neutral/negative)
tlong donk. brang klo tdak berfungsi jng dijual. ngeceewain planggan aja,isi ini ya ges (positive/neutral/negative)
maaantuuuul,isi ini ya ges (positive/neutral/negative)
sudah terima dan packing kayu... senang sekaliiiii.. terima kasih,isi ini ya ges (positive/neutral/negative)
bagus sesuai gambar,isi ini ya ges (positive/neutral/negative)
product ok punya,isi ini ya ges (positive/neutral/negative)
"Packing Baik, Cepat",isi ini ya ges (positive/neutral/negative)
mantaaap.....,isi ini ya ges (positive/neutral/negative)
Alhamdulillah paket mendarat selamat sampai tujuan. terimakasih.,isi ini ya ges (positive/neutral/negative)
"bagus,istri puas",isi ini ya ges (positive/neutral/negative)
lebih cepat dari yang dijanjikan.,isi ini ya ges (positive/neutral/negative)
ksh LAZADA. hr ini pesen tau2sudah ada di rumah,isi ini ya ges (positive/neutral/negative)
"kondisi barang baik, pengiriman lumayan cepat",isi ini ya ges (positive/neutral/negative)
"barang bagus dan berkualitas, packing rapi. terima kasih",isi ini ya ges (positive/neutral/negative)
"Bari kali ini pakai electronic merk Panasonic bagus, smg awet.👍",isi ini ya ges (positive/neutral/negative)
"harga murah bgt, pengiriman agak lama, dan tv belum digital ternyata",isi ini ya ges (positive/neutral/negative)
sipp barang aman pengiriman cepet makasih gan,isi ini ya ges (positive/neutral/negative)
"Barangnya sampai dengan selamat, produk bagus dan warnanya juga bagus..  Puas deh:)",isi ini ya ges (positive/neutral/negative)
bagusssß...muraahhhh,isi ini ya ges (positive/neutral/negative)
barang sdh terima keesokan harinya.,isi ini ya ges (positive/neutral/negative)
"Barang di Packing dengan rapi dan aman, semoga barang 1 nya aman juga. Mantap",isi ini ya ges (positive/neutral/negative)
"Pengiriman cepat, tv nya bagus",isi ini ya ges (positive/neutral/negative)
"Pemgiriman cepat, barang sesuai spec yg dijanjikan...terimakasih. salam sukses.",isi ini ya ges (positive/neutral/negative)
"terbaik, barang ok, dikasih packing kayu, cepat sampai",isi ini ya ges (positive/neutral/negative)
barang sesuai pesanan dan packing'y pun bagus,isi ini ya ges (positive/neutral/negative)
good..,isi ini ya ges (positive/neutral/negative)
top bingit..... pengiriman super cepat 1hari,isi ini ya ges (positive/neutral/negative)
Barang sudah sampai kesaya dan sesuai dengan spesifikasi,isi ini ya ges (positive/neutral/negative)
Puas walaupun menunggu sedikit lama,isi ini ya ges (positive/neutral/negative)
standard saja kuaitasnya,isi ini ya ges (positive/neutral/negative)
"packing bagus, nyampe cepet, pokoknya the best dah",isi ini ya ges (positive/neutral/negative)
"barang bagus, packing aman dan pengiriman cepat",isi ini ya ges (positive/neutral/negative)
mantab,isi ini ya ges (positive/neutral/negative)
ok,isi ini ya ges (positive/neutral/negative)
ok bagus,isi ini ya ges (positive/neutral/negative)
ok,isi ini ya ges (positive/neutral/negative)
puas,isi ini ya ges (positive/neutral/negative)
ok,isi ini ya ges (positive/neutral/negative)
barang OK,isi ini ya ges (positive/neutral/negative)
mantap.,isi ini ya ges (positive/neutral/negative)
Oke lah,isi ini ya ges (positive/neutral/negative)
"kecepatan pngiriman oke,kualitas barang oke,cm mungkin akan lbh baik jika packing menggunakan KAYU  agar hak konsumen bs tercapai dg baik krna ada YLKI lho...?! trims 👍🙏🙏",isi ini ya ges (positive/neutral/negative)
"Transaksi tgl 12 pagi , barang sampai tgl 13 sore.. mantap banget deh.. packing nya rapi.. dan ini masih saya cek ada cacat produksi apa tidak.. thanks lazadaa...",isi ini ya ges (positive/neutral/negative)
"Barang sdh saya terima bbrp hr yg lalu, hanya saja bbrp hari ini tercium bau seperti bau gosong. Kira2 apa menurut seller.... Makasih",isi ini ya ges (positive/neutral/negative)
harga kualitas fungsi produk sesuai,isi ini ya ges (positive/neutral/negative)
"memang beda, yang HD dan Full HD. Banyak yang layarnya lebih besar tapi resolusinya hanya HD, dan gambarnya yah gitu apa adanya. Tapi yang ini saya suka, mantap. layar tajam, bagus untuk Samsung DEX saya",isi ini ya ges (positive/neutral/negative)
orsinil merk anasonic...,isi ini ya ges (positive/neutral/negative)
"ini benar benar bagus, terima kasih",isi ini ya ges (positive/neutral/negative)
"ternyata tv nya kecil,lebih kecil dr yg 32 inchi padahal  sy pesan yg 22inchi 😀",isi ini ya ges (positive/neutral/negative)
"bagus,kurir jg ramah ,pengiriman super cepat",isi ini ya ges (positive/neutral/negative)
akhirnya sampai juga meski sempat nyasar ga tau kmna sampai dikirim ulang.. Panasonic 22 inch,isi ini ya ges (positive/neutral/negative)
"bagus, semoga awet, sukses terus lazada",isi ini ya ges (positive/neutral/negative)
pengiriman cepat kemasan bagus cukup safety kualitas barang sesuai deskripsi .terimakasih,isi ini ya ges (positive/neutral/negative)
"Barangx ok,n packing rapi",isi ini ya ges (positive/neutral/negative)
sangat puas lazada,isi ini ya ges (positive/neutral/negative)
"packing rapi,barang sesuai pesanan, tp agak kecewa dikit coz pese",isi ini ya ges (positive/neutral/negative)
"Makasih Tv nya, sudah sampai, dan puas. memang agak lambat, harbolnas",isi ini ya ges (positive/neutral/negative)
kami sangat puas dengan hasil pengiriman barang sukses cepat mantap,isi ini ya ges (positive/neutral/negative)
bgus barang sesuai pesenan packing rapi cepet sampe,isi ini ya ges (positive/neutral/negative)
mantul...,isi ini ya ges (positive/neutral/negative)
"barang bagus, pengiriman cepat. barang ori. trimakasih lazada",isi ini ya ges (positive/neutral/negative)
"Pengiriman cepat, mau dari penjual dan pihak JNEnya Sesuai sama yg di foto. Pokoknya bagus. Terima kasih. Sukses terus",isi ini ya ges (positive/neutral/negative)
maaf baru tulis ulasan. barang diterima dalam kondisi baik.,isi ini ya ges (positive/neutral/negative)
Terima kasih barangnya telah ditetima,isi ini ya ges (positive/neutral/negative)
"harga terjangkau tapi kualitas luar biasa , layar hdnya betul"" jernih dan nyaman digunakan berasa seperti nyata , suara spekernya keren banget , tv juga mudah diaplikasikan love it  rekomendasi sekali untuk dimiliki 😉",isi ini ya ges (positive/neutral/negative)
barang rusak file yg di pindah ke flashdisk nya jdi damage.,isi ini ya ges (positive/neutral/negative)
usb otgnya ta fungsilah flashdisk nya oke makasih lazada,isi ini ya ges (positive/neutral/negative)
kapok belanja di temangan acc,isi ini ya ges (positive/neutral/negative)
flasdisk rusah gambahr lagu data gk bisa di buka,isi ini ya ges (positive/neutral/negative)
Sangat puas. Barang cepat sampai dan sama apa yang dipesan dan dapet bonus nya juga,isi ini ya ges (positive/neutral/negative)
Sesuai harga,isi ini ya ges (positive/neutral/negative)
"Barang sudah di terima, untuk saat ini masih normal. Untuk transfer data agak lelet, tapi tetap bisa digunakan. Wajar saja, ini kan barang bukan barang ori.",isi ini ya ges (positive/neutral/negative)
"barang nya bagus, dan kecepatannya lumayan",isi ini ya ges (positive/neutral/negative)
barang rusak tidak bisa di pakai. mohon kembalikan uangx saja,isi ini ya ges (positive/neutral/negative)
mantap 👍,isi ini ya ges (positive/neutral/negative)
ga bisa di pake,isi ini ya ges (positive/neutral/negative)
"Awalnya datang cuma tv nya doang. Tanya ke kurir, bilang tidak tau. Tanya ke cs berkali-kali sampe ngabisin pulsa ratusan ribu, jawabannya ga ada yg jelas. DM ke ceo lazada baru deh dikirim tu soundbarnya dikirim seminggu kemudian. CS nya tu yg perlu dibenerin lg orang²nya. Trimakasih",isi ini ya ges (positive/neutral/negative)
"barang sesuai , pengiriman cepat pesan minggu senin sampai... cuman sicepat nya tolong kalo mau kirim barang telpon dulu, jgn main lgs pegi aja..",isi ini ya ges (positive/neutral/negative)
Barang memang bagus. Packaging ngga pake kayu.. tp bubble wrap 2 kali. Box kelihatan sudah dibuka dan busa dalam ada yg patah sedikit (mungkin karena dicek dulu barangnya..) yg mengecewakan hanya sistem Lazada Cicilan KK nya sudah coba puluhan kali.. sempat install ulang app.. sudah lewat CS nya.. tetap ngga bisa. Bikin frustrasi.. karena harga miring aja sih yg bikin lanjut dgn pembayaran FULL... kl ngga ya pindah ke toko sebelah.. yg pasti ngga sering2 lah pake Lajadah..,isi ini ya ges (positive/neutral/negative)
"akhirnya bisa tidur pules sampe ngiler setelah ngecek dari sore sampe pagi buta. dan ini hasilnya, bintang 5. awalnya saya sempat ragu dengan pemesanan online karena banyak yg kecewa pada pesanannya alias led nya rusak 😭 tapi itu semua sirna ketika si kurir menjelaskan dapat langsung di retur di hari yg sama atau lebih jelasnya dibawa balik lagi sama dianya. tapi alhamdulillah  pesananku dalam kondisi sangat baik. terimakasih",isi ini ya ges (positive/neutral/negative)
"KECEWA pake BANGET... Barang rusak yg di kirim... saat ditest dilayar tv ada garis hitam tebal, sehingga barangnya sya kembalikan... Merepotkan pembeli pokoknya...  pokoknya Kecewa",isi ini ya ges (positive/neutral/negative)
barang bagus dan packing aman pakai buble warp..dan bonus soundbar free ongkir dan diskon...makasih lazada,isi ini ya ges (positive/neutral/negative)
"dear Lazada, barang sudah kami terima dalam kondisi baik. sesuai dengan harapan, namun saya tidak menemukan kartu garansi didalam dus nya, mohon informasinya donk.  thanks .....",isi ini ya ges (positive/neutral/negative)
"barang sudah diterima dg kondisi baik. Barang bagus bagus sesuai ekpektasi, tapi kenapa tidak ada kartu garansi dari samsungnya",isi ini ya ges (positive/neutral/negative)
Harga termurah plus dapet bonus soundbar.. harga pengiriman termurah dibanding tempat lain.. barang mantap 👍🏻👍🏻,isi ini ya ges (positive/neutral/negative)
"pesan hari kamis, hari jumat siang udah nyampe pake sicepat, mantaab, tv oke cm sayang ga dape magic remote n ga ada bluetooth, trims samsung n lazada",isi ini ya ges (positive/neutral/negative)
akhirnya dtng jg gratisannya nunggu seminggu lbh...tv dtng lbh awal bgs ga ada mslh trimakasih lazada,isi ini ya ges (positive/neutral/negative)
Top markotop... qualitas sesuai deskripsi..bonus soundbar lg...packing kayu mantap.. 4 hari uda nyampe,isi ini ya ges (positive/neutral/negative)
"Mantab banget order hari minggu, senin udah sampe. Rekomen seller",isi ini ya ges (positive/neutral/negative)
sangat bagus dan saya sangat puas,isi ini ya ges (positive/neutral/negative)
Mantab Dan sesuai pesanan,isi ini ya ges (positive/neutral/negative)
"Bagus, cepat dan murah pasti ya",isi ini ya ges (positive/neutral/negative)
Barang sesuai deskripsi... semoga awet...,isi ini ya ges (positive/neutral/negative)
nice product,isi ini ya ges (positive/neutral/negative)
"Pengiriman 5 hari , packing kayu rapih topcerrrr",isi ini ya ges (positive/neutral/negative)
"barang ok, pengiriman cepat, sayangnya bonus soundbar nyampainya 2 hari berikutnya, terima kasih.",isi ini ya ges (positive/neutral/negative)
"Barang di terima dlm keadaan sngt baik, sangat aman krn dikirim dg packing kayu, thanks lazada..",isi ini ya ges (positive/neutral/negative)
good.. thks lazada,isi ini ya ges (positive/neutral/negative)
Barang oke sesuai spec.... pengiriman cepat,isi ini ya ges (positive/neutral/negative)
Keren!!! Cuma kok 12-12 ga beda harganya ya sama setelah 12-12. bedanya ada hadiah aja.,isi ini ya ges (positive/neutral/negative)
"packing rapih,pengiriman cepet mantap dah",isi ini ya ges (positive/neutral/negative)
"Packingnya Rapi banget, pengirman sesuai ekspektasi",isi ini ya ges (positive/neutral/negative)
"Mantap, packing aman pengiriman cepat",isi ini ya ges (positive/neutral/negative)
goooood,isi ini ya ges (positive/neutral/negative)
bagus,isi ini ya ges (positive/neutral/negative)
"mana soundbarnya kok sampe skrg gak terkirim,,, katanya pembatalan pesanan tapi nominal yg dkembalikan cman 56.000,,, apa sesuai uang sgitu dgn hrg brgnya",isi ini ya ges (positive/neutral/negative)
"Awalnya sih sempat RaGu karena pesanan saya di batalkan 3x oleh sistem mungkin di kar Enakan wilayah saya jauh, dan Hanya di suruh bayar biaya kirim 200an, namun saat barang sampai dengan packing yg sangat rapi buble wrap&packing kayu pakai cargo Garuda Indonesia Pula. Dan saat Buka Tivi nya. Waooooow!!!!! Amazing------puas lihat Tv nya. Mantap....salut sama Lazada belanja Jauh bagaikan belanja di depan Mata tinggal gerakin jari. Over All lazada memuaskan. Semoga TV ini Awet.....Aamin. Thanks Samsung Store official dan Lazada Mall.",isi ini ya ges (positive/neutral/negative)
Pengiriman sangat cepat. Kondisi barang terjaga. Kualitas barang ok. Brand terkenal. Fungsi normal semua.,isi ini ya ges (positive/neutral/negative)
"Pengiriman cepat lebih cepat dari jadwal yg seharusnha, tapi invoice sama buku garansinya kok ga ada ya?",isi ini ya ges (positive/neutral/negative)
"Sungguh di luar ekspektasi melihat gambar yang ditampilkan dari smartv resolusi super tinggi ini sangat teramat tajam memanjakan mata. Menyaksikan konten HD saja sudah sangat berkualitas apalagi Full HD. Sangat luar biasa lagi apabila memutar konten resolusi 4K, baik gambar dan audio yang disajikan sangat jernih dan menghentak seluruh atmosfir ruangan. Setiap detail demi detail sisi gambar sangat memukau ditambah kedalaman audio yang sudah mendukung resolusi tinggi. Tata gambar dan tata suara sangat apik berkat didukung teknologi HDR 10+ dan Dolby Surround.",isi ini ya ges (positive/neutral/negative)
"Packing pengiriman bagus, aman.",isi ini ya ges (positive/neutral/negative)
barang cuman tv ya sj yg nyampai? apa emng itu cuman iming2 sj biar barangnya lku?,isi ini ya ges (positive/neutral/negative)
produk ori berkualitas,isi ini ya ges (positive/neutral/negative)
"Barang diterima dengan baik, pengiriman cepat. Terima kasih.",isi ini ya ges (positive/neutral/negative)
"barang bagus niih, gw ngefly makenya",isi ini ya ges (positive/neutral/negative)
Respon cepat.. barang sesuai peaanan dan kualitas Ok banget,isi ini ya ges (positive/neutral/negative)
berfungsi dengan baik. sudah berkali2 beli elektronik di samsung official store 👌👌,isi ini ya ges (positive/neutral/negative)
"Jum'at order, hari minggu tv dah nyampek.. cuman was"" karena tv gk di packing kayu.. Tp expedisi bgus brang tdk ada yg lecet dan brfungsi dgn baik.. trimakasih lazada dan ninja express...😇👍🏼👍🏼",isi ini ya ges (positive/neutral/negative)
"bagus ,barang sesuai.. cuma packing sangat mengecewakan cuma di bubble warp selapis. dan semuaaa cust merasakan nya dan tdk di jadikan pelajaran. saya salut sama ekspedisi nya yg sgt berhati2. saya buka dpn mata ,kl pecah sy g mau bayar uang nya. untung mulus.",isi ini ya ges (positive/neutral/negative)
"Untuk kualitas pengiriman tv good tapi kok pada saat buka box/kardus tidak ada kartu garansinya, Dan untuk kualitas chenel nggk sesuai dengan deskripsi sebagian siarannya burem",isi ini ya ges (positive/neutral/negative)
"barangnya cepet sampeee, dapet harga promo... gambarnyaa mancaapppp... suaranya jugaa okee... garansi ada di buku petunjuknyaa..👍👍👍",isi ini ya ges (positive/neutral/negative)
alhamdulillah di terima keadaan OKE dapet diskon gede 2.8 😁,isi ini ya ges (positive/neutral/negative)
"delivery cepat dgn mobil box,,kurir ramah...good lah..!!",isi ini ya ges (positive/neutral/negative)
