text,sentiment
Ini berapa inci ya layarnya,neutral
hakim akan putus kelanjutan sidang e-ktp setya novanto,neutral
"barang ok setelah ganti antena, sudah diterima oleh bapak.",neutral
"brg dterima dengn baik...tp blm tau isinya,alnya mo djual lg, smoga bagus",neutral
panwaslu bekasi tangani dugaan politik praktis tiga pejabat daerah,neutral
Alhamdulillah akhirnya barang sampai dengan selamat,neutral
Terimaksih lazada. pesan tgl 26/12 baru nyampai 29/12 dengan selamat.. saya sudah tes. alhamdulillah lancar gk ada masalah. tapi yang gratis 6 bulan nya belum . ditunggu ...,neutral
barang udh nyampay tpi blm sempet dicoba..tv ni bisa ditempel didi2ng gk sik ka,neutral
Klo buat nyalahin blututnya di mna ya,neutral
Ini barang sampai tanggal 26 September 2018 tapi saya baru sempat buka paket hari ini ternyata dilayar terdapat garis vertikal. Saya akan tukar barangnya gimana ini? Tolong jawab ya. Terima kasih,neutral
paket blum sya terima mohon koreksi,neutral
Mantap respon baik ramah fast dan sangat membantu. Produk smpai dengan selamat tpi blm dicoba,neutral
"Saya udah order bang, jangan sampai mengecewakan pelanggan diharapkan barang tidak rusak Dan masih baru,  ini bintangnya saya kasih tiga dulu kalau barangnya udah nyampai Dan sesuai, barang tidak rusak/lecet baru saya kasih Lima bintang",neutral
saya sudah pesan yaa inii,neutral
Min ini kenapa? Kok gak ada suaranya?barang Bisa dituker gk?,neutral
"petisi ini menyayangkan kebijakan gubernur dki jakarta , anies rasyied baswedan dalam pengelolaan pedagang kaki lima di kawasan tanah abang",neutral
"Imformasi!!! Krn maraknya Wa""spam bbs mengaku dr lazada, maka km dr lazadaco. Id. Mengeluarkan WA trbaru 0853-1524-3866.spy kmi bs merespon and dg cepat, jd yg ingin psn baran slhkn chet kmi,disini jg layani.And belnja dgn yg lain itu diluar tnggung jwb lazada.trima kasih perhatiannya Hti""penipuan.",neutral
shimizu pompa sumur dangkal ps - 128 bit,neutral
Bang kalau + upgrade ram jadi total berapa?,neutral
": dapatkan voucher pulsa rp 25.000 , - untuk dua orang yang beruntung setiap hari nya hanya dengan retweet bniquotes",neutral
"saya bersama keluarga makan malam di tempat ini karena selain menu utama batagor terdapat menu lain . saya hanya memesan 2 menu yang akhirnya datang setelah 45 menit , itu pun setelah beberapa kali saya tanyakan . dari segi rasa beberapa menu yang sebelumnya pernah saya coba lumayan enak . saran sebelum memesan lebih baik tanyakan berapa lama pembuatan menu yang dipesan",neutral
Mohon bantuan nya bos.supaya saya bisa pakai spijam saya yg di bekukan,neutral
indomie resmi jadi sponsor tunggal di kompetisi asia,neutral
selamat siang . kamu bisa menggunakan tarif ramai-ramai untuk rombongan serta memanfat promo cashback dari rekanan bank seperti bank bri dan bca .,neutral
iya andika kader demokrat .,neutral
"ngk tw kenapa mngkn krna wkt pas pengirimannya ato dari sananya,  jadi waktu pas dihidupin ngk bisa kyk eror gt.  untungnya di sini ada service asus yg resmi. tpi klo utk packing dll bgus kok",neutral
"gan barang sudah saya terima, tapi kok pas install anti virus dan masukan kode aktivasi nya ga bisa ya, kode aktifasi failed dan incorect gmn donk gan? mohon jawabannya",neutral
"Barang sudah di terima dan bonus controller nya, tapi ko ga ada invoice nya ya? Nanti klo ada apa2 mau garansi gmn ? Udah sya chat k official jg blm ada bls san. Oh iya ini ko Cooca g ada browser nya ya, pdhal pgn nnton film yg d browser jd g bsa deh. D tunggu update os nya.",neutral
packing Ok pakai kayu! aman pokoknya...! cuman belum di cek baru mau di anterin ke costumer... hehee mudah²n gada masalah,neutral
pesanan sudah sampai alamat,neutral
"wakil ketua dpr ri dari agus hermanto , mengikuti doa bersama dan tahlil mengenang 1th wafat nya kakak kandung , serta mantan ketua umum partai demokrat , bapak h . hadi utomo ,",neutral
Nantilah banget lhoo..sory baru kasih ulasan skrng gak sempat ..,neutral
Bisa kiri. Ke kota blitar tidak?!,neutral
"barang bagus garansi 10 thn berlaku di medan ,,??",neutral
"petisi ini menyayangkan kebijakan gubernur dki jakarta , anies rasyied baswedan dalam pengelolaan pedagang kaki lima di kawasan tanah abang",neutral
Barang cepat sampai. Tapi CATCH PLAY nya belum bisa nih min.. boleh di bantu..?,neutral
suit suit adalah nama panggung william saat menyusup di noah s ark circus .,neutral
"insya allah awal istimewa , mantan presiden bapak h doktor purnawirawan jendral sby . bapak presiden h ir jw . foldedhands",neutral
mohon dibantu dikirimkan kembali ebi tagihan saya terakhir,neutral
produknya sudah sampai...lumayan cepet...tapi sayang windows yang diinstal belum di aktivasi...entah palsu atau asli...tapi mudah2an bukan krn motherboardnya yg diganti ya..😔 dipake so far so good cuma ya itu musti aktivasi windows kalo ga ga bisa personalize PC nya...😔,neutral
kenapa aplikasi nya tidak bisa di pakai utk transaksi ?,neutral
analisis laporan keuangan pemerintah .,neutral
"Mantep. Tpi ada yg kurang, yaitu iklanya tolong di kurangin, biar gak terlalu ribet!!!!",neutral
Perbanyak Lagi Item/ Barang di shopeemall dan atur estimasi biaya dan ongkir min,neutral
"inacor : anies baswedan harus gas pol jajaran zaman now , sapu bersih birokrat zaman old",neutral
7 fenomena salah kostum jokowi ini sukses bikin netizen bertanya-tanya .,neutral
"Belum d coba, mudah2 semua fitur berjalan dngn baik",neutral
on the spot sedang tayang di trans7,neutral
sesuai llah......tpi blum di coba cy...pko ny mksih lazada jg selerr  tpat wktu nya.....,neutral
Saya konek USB kenapa tidak ada pilihan USB di tombol source? Ni TV kok ga ada menu USB nya? Gimana ini?,neutral
masih belum bisa paket yellow nya minimal,neutral
kubu djarot klaim unggul di real count sementara,neutral
"naik kereta jayabaya malang - jakarta berhenti di gubeng , tiket 35 ribu plus asuransi 6 ribu via traveloka",neutral
"kalahkan karolin di quick count , kata sutarmidji : sudah kelihatan",neutral
yuk ikutan,neutral
menteri susi ingatkan penenggelaman kapal diatur undang-undang,neutral
"knp shopee saya gabisa pakai voucer gratis ongkir atau gratis ongkir Rp,- ?",neutral
"fraksi gerindra kalah di basis , sah : kita pertanyakan loyalitas nya terhadap prabowo",neutral
"keberadaan peraturan presiden nomor 54 tahun 2018 tentang strategi nasional pencegahan korupsi yang telah diteken oleh presiden joko widodo pada 20 juli 2018 silam diharapkan mampu menghasilkan perubahan mendasar , khusus nya terkait tiga aspek . ketiga aspek itu menyangkut perizinan dan tata niaga , keuangan negara , dan penegakan hukum serta reformasi birokrasi .",neutral
"survei paling tinggi , demokrat ingin demiz jadi cagub",neutral
pak pernah bilang : gus dur pahlawan toleransi amp ; pluralisme .,neutral
Saya dpt voucher 780rb tu hoax bkn y kak? Klo bnr dpt sy insal 😁,neutral
"Mantab tv nya dan mantab diskon lazada, pengiriman lama banget.",neutral
"barang datang dengan selamat, agak lmaa menunggu karena kepotong sabtu dan minggu,  kaki2 goyang saat di pasang mur , semoga awet, ditunggu bonus nya",neutral
kesolidan kader demokrat pati,neutral
"Slmt siang, mo tanya kl mo kredit barang mesti harus pakai kartu kredit ya? Gak bisa transfer & u/ dp nya berapa. Mksh",neutral
kemarin mereka mendaftar beasiswa djarum,neutral
Readi nggak sist? Warnanya apa2 saja? Ini ori atau kw yang mudah rusak gan?,neutral
gan kok punya saya belum dikirim knp ya,neutral
"hanya menang di 4 pilgub , saat nya pdip mengevaluasi megawati",neutral
masih bingung cara masang tv berlangganan nya,neutral
"kak Adain hadiah buat yang level tertinggi juga dong jgn cuman lomba paling menang banyak baru dapet hadiah,aku pengguna shopee udah lama level game ku juga udh jauh semua",neutral
"saya sudah datang terkantor gi , kem - tim saya hanya dapat perdebatan dengan staf finance / wd . bapak . rizky .",neutral
Lubang bracketnya cuma 2 ya? mohon Solusinya,neutral
Kalo nyicil bisa gak? Apa syaratnya?,neutral
"bertemu parlemen vietnam , presiden bicarakan kerja sama people to people dan sister city",neutral
di indonesia pilihan brand smartphone kan melimpah . kalau tidak suka cara xiaomi menjalankan bisnis nya ya tinggal pilih brand lain . dibawa santai saja .,neutral
dua mahasiswa unair tenggelam di pantai bantal,neutral
partai demokrat resmi usung wali kota denpasar jadi cagub bali,neutral
iya ti 120 ribu . saya juga sudah cek tokopedia resmi nya jeketi .,neutral
charm yang baru ada bordiran lone loper di dalem nya .,neutral
kabar santer walikota surabaya risma yang akan gantikan .,neutral
sudah hampir 350 orang yang meninggal karena gempa di lombok kemarin .,neutral
120 peserta yang lulus ini akan dibagi menjadi 4 kelas dengan jumlah masing masing 30 siswa .,neutral
kapolda minta anies baswedan mengkaji ulang penataan pedagang kaki lima tanah abang,neutral
"untuk lazada care hanya berbentuk kartu, dapat tambahan warranty lumayan dengan harga diskon",neutral
"bu susi marah , menteri luhut perbolehkan kapal asing curi ikan di laut natuna - berita terbaru",neutral
Berapa inci itu barang boz,neutral
"menang di pulau jawa , ppp yakin suara nya di 2019 terdongkrak",neutral
memilih untuk memilih gubernur atau tidak adalah pilihan setiap orang .,neutral
Minus nya apa,neutral
"follback ya kak , saya pelanggan pospay amp ; posmail anda lho , hehehe . terima kasih .",neutral
Mohon informasi untuk penggantian. Karena retak,neutral
bulan ini saldo di rekening saya nol .,neutral
"Judulnya sony smart 32, gambarnya Panasonic, deskripsinya 24"". Maunya tuh apa??",neutral
Apa free bracket nya cuma available utk wilayag jabodetabek saja gan?,neutral
"brg sy sudah sampai, kartu garansi ada, tp ko ga ada invoice ya? apa bukti nya yg di email? trus sy print? mhon pencerahan nya ya. mksih.",neutral
menteri susi setop penenggelaman kapal usai ditegur keras menteri luhut lewat,neutral
"di gambar ada 2 model tu les tebal dan tipis, yg mana satu yg benarnya?",neutral
ada yg bisa kasih info ambil output audio buat masuk ke speaker aktif ? tes ambil output audio pake kabel rca 3.5mm di av out suaranya berisik.,neutral
Kalo dicicil gmn caranya??,neutral
prognosis kerawanan pemilu 2019 dapat ditelusuri berdasarkan ipc pada pemilu 2014 yaitu diidentifikasi 14 kerawanan pemilu .,neutral
"baju batik pasangan pria dan wanita dari bahan katun prodo kombinasi balotelli tersedia pada size : kemeja pria : m - xl detail size : m : ld 96 cm : ld 106 hanya xl : ld 110 cm dan baju wanita : allsize fit to xxl rok model instant siap pink , biru , hijaudan kuning idr : 190 ribu",neutral
ridwan kamil sesalkan disebut klaim desain masjid terapung gedebage,neutral
abdillah natsir tegaskan partai golkar sudah pasti usung al-um di pilkada pinrang,neutral
begini gaya sby saat tunggu kelahiran cucu nya gaya sby presiden ke-6 republik indonesia saat menunggui kelahiran .,neutral
bali punya banyak pulau yang bisa dikunjungi .,neutral
"Ini bisa nonton, dengar music, liat poto via usb gk??",neutral
bolehlah. tanya alesan ? murah. dah itu aja,neutral
"Volume tiap chanel beda kadang kencang sekali suaranya""kaget"" atau pelan sekali... beda tiap merubah chanel ""apa setting nya nggak bener kali"" 😔",neutral
"tengok setya novanto di rutan kpk , deisti tumpangi mobil rheza",neutral
"ada kendala sedikit di keuangan dari topup Shopie pay,tp sebelumnya belum pernah terjadi,pas ke sini setiap kali saya topup atau isi saldo,20rb kenapa jadi 19rb yg 1rb nya kemanain yaaaa??",neutral
demokrat jakarta . peduli dan beri solusi . merry cristhmas 2017 .,neutral
"untuk harga segini, barang memuaskan..cuman dari sisi pengiriman perlu diperhatikan....hatur nuhun lazada...",neutral
"sinergi bni - kementan - tni penyaluran kartu dan kur tani menuju ketahanan pangan nkri . hilangkan sistem ijon , perangi rentenir , lindungi petani .",neutral
"Ganti No Telpon di Katalog saya gagal terus, mohon bantuannya 😌",neutral
"Tolong di bantu dong,cara kredit tanpa kartu kredit gmna y ?minat si cuma masih bingung",neutral
"usut kasus blbi , kpk periksa menteri era megawati",neutral
kita dapat melakukan pembelian paket dorongan dan promoted dorongan menggunakan bukalapak credits .,neutral
saya bertemu dengan nya di eat boss,neutral
lazada puasale at app lazada ! diskon rp 100.000 dengan minimum transaksi rp1juta dan cicilan 0 % hingga 12 bulan dengan kartu kredit .,neutral
kubu djarot klaim unggul di real count sementara,neutral
barang bagus tapi pengiriman nya lewat 2 hari dari estimasi,neutral
"mengharukan , cerita anies baswedan saat berkunjung ke panti werdha .",neutral
"saat menteri susi diserang jusuf kalla dan luhut , gus mus tampil membela",neutral
akhirnya setelah lewat dr estimasi tgl 16 pd tgl 17 dateng juga...barang bagus jernih suara lumayan cuma remote  kurang sensitif kayanya...cuma g ada kertas buat pengembalian barang walaupun emang g pingin dan semoga aman2 aja...cara ngisi kartu garansinya gmn?apa kita sendiri yang tulis...apa g pake stempel toko? tolong jawabannya trimksh...,neutral
"lexnya dtng mlm bgt, jd barang yg terima orang d rmh!!! blm d cek",neutral
"hai mas cepy . saya sudah ke bank bca terdekat untuk langsung diproses pergantian kartu , ya",neutral
dinkes terkendala imunisasi mr di sekolah,neutral
"katanya pake remote untuk Google assistant ga bisa,cuma berapa hari doank bisa?",neutral
"karena lapar , gue pesan indomie .",neutral
"polling jokowi vs prabowo yang dibuat fadli zon , hasil nya bikin gigit jari",neutral
untuk mendapatkan mandiri token dpt dilakukan di ktr cabang bank mandiri terdekat dengan membawa buku tabungan,neutral
Ini barangnya sesuai gambar persis gak? Lonjong wide screenya,neutral
mungkin kesuksesan ini bisa dicapai kalau bca berani caplok gopay dan duplicate kesuksesan alipay di indonesia .,neutral
ketua dpr ri yang baru tersebut rencana nya berasal dari partai golkar untuk menggantikan setya novanto . cocok nya golkar menunjuk nusron wahid sebagai ketua dpr,neutral
ribuan warga catalonia peringati hari kemerdekaan,neutral
Ini sony 48 inci apa 24 inci yg benar?,neutral
"Packing kayu,dilapis bubble wrap pada kotaknya,pengemasan rapi walaupun melewati batas estimasi pengiriman ke Pontianak,kurir ramah,baik saat ditest brg memuaskan god job Lazada...",neutral
packing rapi tidak pecah...bentuk penampilan mantap..semoga rasa nya jg mantap..blm dicoba sih,neutral
rusmadi duduki posisi tertinggi hasil survei non kader golkar kaltim - kumparan,neutral
saya tunggu ya kabar dari lazada,neutral
baranng sampai dengan selamat ke pemalang,neutral
sejumlah siswa sd di garut terpaksa diliburkan,neutral
toyota menduduki peringkat pertama sebagai merek mobil yang paling bernilai .,neutral
"jika ada pertanyaan lebih lanjut yang ingin kamu ketahui atau mengalami kendala terkait dengan produk traveloka , jangan ragu untuk menghubungi kami kembali .",neutral
"belum diciba sih,,mudah2n bagus",neutral
"baik kak , berkenan menunggu untuk kendala pada provider telkomsel akan direspon oleh rekan kami .",neutral
ganjar tak ingin ambil pusing walaupun banyak jagoan pdip keok di pilkada 2018 .,neutral
itu logo pt railink bang . joint venture antara pt kami dengan angkasa pura,neutral
belum di coba. packing rapi.,neutral
lionel messi asah akurasi tendangan penalti,neutral
demokrat berikan rokomendasi kepada malik haramain - muzayyan,neutral
cerita si kancil itu identik dengan kecerdikan seorang kancil menyelesai masalah yang ada di hadapan nya .,neutral
"moreno mencuat , prabowo tahan dulu",neutral
"sesuai pesanan, belum di coba, semoga bagus dan ga kenapa2",neutral
"barang berfungsi dengan baik, hanya saja pas saya beli harga 2,5jt namun hari berikut nya turun jd 2,2jt saja lumayan turun 300rb",neutral
"USB koq gak bisa dipakai utk memutar lagu, gambar dan video? apa cuman aksesoris saja?",neutral
hasil pertandingan borneo fc vs persija jakarta skor akhir 0 - 1,neutral
semoga pdip mau maafkan ridwan kamil .,neutral
"menarik pilkada jawa barat ini , ada ridwan kamil berpasangan dengan tokoh dari dc universe .",neutral
"kasih bntng 3 dlu, paketnya udh di terima, packingnya standar, harusnya klo untk barang kk gtu sih mnurut saya harus pke bubble wrap barang blm dicoba, ntar kasih lgu ulasannya klo udh di test.  Kurirnya baik, pengiriman cpat pesan tgl 27 pagi tggl 28 siang udh nympe flashdisk berfungsi dgan baik, kapasitas 15,65 gb Trimakasih lazada",neutral
apa yang ingin kamu lakukan saat hujan ? tidur pakai selimut indomie kuah campur cabe rawit telor pentol nuget,neutral
"karena kultur pks yang segala sesuatu nya harus melalui musyawarah internal dulu , keputusan internal belum ada untuk mengusung siapapun , baru wacana , jika ada , baru disodorkan kontrak politik .",neutral
mayoritas pemilih di pilgub jabar telah menentukan pilihan .,neutral
kota kasablanka adalah salah satu mal yang berada di tebet .,neutral
barang sudah datang tepat waktu. rapi aman,neutral
"pengiriman cepat banget baru pesen malam 21:30 besok sore nya 15:00 sudah sampai....sering"" ada promo seperti ini yahhh☺",neutral
oke . oke . sudah saya kirim via pesan langsung,neutral
partai gerindra mengungkap rahasia kemenangan ridwan kamil .,neutral
Apakah pake BSI sudah bisa?,neutral
"momen tak terlupakan gus dur , ditertawai megawati usai buka amplop salam tempel",neutral
tni ada luluskan 2968 orang babinsa untuk memperkuat komando kewilayahan,neutral
"ada koreksi alamat untuk paket saya , mohon cek pesan langsung ya minimal terima kasih .",neutral
Barang masih Ada kah???,neutral
": dapatkan voucher pulsa rp 25.000 , - untuk dua orang yang beruntung setiap hari nya hanya dengan retweet bniquotes",neutral
cie cie yang TV nya baru,neutral
"maap baru bisa ulas soal'a baru beli antena, bru di hidupin.  tv nya bagus pengiriman nya 3hari sampe, tapi ni ga ada kartu gransi nya gimana ni klu ada kendala.",neutral
kekalahan jagoan pdip di sejumlah daerah dinilai tidak akan memengaruhi jokowi .,neutral
Batre nya kok cepet habis? Jika sambil di charge nyterum? pemasangan nya gak rapi ya? Belum saya cek semua semoga kagak lemod,neutral
demokrat : soal kontrak politik dengan demiz semua sudah tahu kok,neutral
Bisa kiri. Ke kota blitar tidak?!,neutral
"kakak , saya ingin menikmati upgrade android v7 , telepon genggam saya xiaomi resmi note 4 mtk x20",neutral
saya menambahkan video ke playlist origami shirt baju tahanan kpk setya novanto,neutral
"Produk ok, standar warna dan gambar cukup baik, harga promonya menjadikannya value for money.",neutral
"karena subscriber netmediatama sudah 1 juta , kita pilih subscriber beruntung untuk sehari jadi crew net .",neutral
inna lillahi wa inna ilayhi raji un . kaget sekali mendengar kabar pak nusyirwan wakil walikota samarinda meninggal dunia .,neutral
"Barang banyak yg asli, yg tdk asli jg tdk sedikit.",neutral
id : saat nya membuat karya visual 360 derajat dengan samsung ! ikuti langkah mudah di video ini .,neutral
"mohon informasikan detail kronologi , pulsa awal dan akhir dengan mention tim ya kak , tim akan cek transaksi pemakaian pulsa nya",neutral
kata nya tidur yang baik itu minimal enam jam sehari .,neutral
"detik : anies : kodam jaya bekerja sunyi , warga tahu nya jakarta aman : gubernur dki jakarta anies baswedan menyampaikan apresiasi nya kepada kodam jaya .",neutral
Bang kalau + upgrade ram jadi total berapa?,neutral
"kurirnya ark express,katanya baru tapi ga ngecewain gan.mantap..barang smpe tadi siang2,blm dicoba..stlh ane coba baru ganti reviewnya lg gan",neutral
pdip tegaskan tak terpikir ganti anas sebagai cawagub gus ipul,neutral
jual meat grinder manual penggiling daging sayuran buah pasta meat mincer - magic Jakarta tokopedia .,neutral
Klo bisa kurirnya di apl ada foto dan no wa nya jd tau yg menerimanya,neutral
"saya senang dengan berkembang nya infrastruktur di indonesia selama masa kepresidenan jokowi , tapi saya tetap menganggap jokowi hanyalah boneka ibu mega .",neutral
"jika sby menemukan permasalahan sebelum dia menjabat , amir syamsuddin mengakui itu akan diselesaikan .",neutral
mohon ulama lurus dan k212 mmbri hujjah partai apa yang harus diwlh agar suara islam tidak pecah-pecah,neutral
semoga bisa mendapatkan redmi 5a buat anak ku karena dia mau nya redmi 5a kebetulan kemarin waktu ada flash sale redmi 5a sudah masuk ke keranjang belanjaan tapi saat proses pembayarana gagal dan akhirnya tidak kebagian redmi 5a,neutral
"baru unboxing, koq aku ga dapet kabel hdmi nya yaa, mesti beli senditi apa udah termasuk dalam dus tvnya gan??",neutral
"meski masa kampanye sudah selesai , bukan berati habis pula upaya mengerek tingkat kedipilihan elektabilitas .",neutral
cie cie yang TV nya baru,neutral
saya selalu mengisi gopay via atm bca,neutral
"tv berfungsi dengan baik , tapi kenapa remotnya tidak bekerja sama sekali ....bagaimana solusinya ??? untungnya bisa pake aplikasi remot tivi android , jadi remotnya pake hp saya",neutral
tapi bagaimana ya cara nambahin subtitle pake usb?,neutral
"pria tabrak warga dengan mobil di prancis , 2 terluka",neutral
demokrat berikan rokomendasi kepada malik haramain - muzayyan,neutral
demokrat enrekang makin semangat sosialisasikan iyl - cakra ke pelosok,neutral
pendukung prabowo sudah legowo dan pillih jokowi,neutral
"kasus toko obat digerebek fpi , propam akan periksa intel bekasi",neutral
car free hari di jalan sudirman bogor sudah tidak ada .,neutral
"Kira kira yg beli siapa yaaaa ?? Mulai di produksi, kemudian di release, sampe detik ini laku berapa ya ??? Apakah ada fitur anti lapar, anti haus, anti ngantuk ato yg paling penting semakin kaya raya (anti miskin), setelah beli TV ini...",neutral
kak flashnya dicolokin ke HP Samsung J2 Prime knp ndak bisa ya?????,neutral
barang sdh tiba tapi blm dicoba. smoga baterai nya nggk bermasalh,neutral
"cegah banjir , anggota dpr linda megawati normalisasi sungai ciparia",neutral
anies baswedan bicara gugatan 9 pembeli properti pulau reklamasi,neutral
"belum sempat dibuka ,mudah""an tidak mengecewakan walaupun tidak menggunakan packing kayu",neutral
"Sekarang klo isi pulsa di shopee 3 itu ga dapat bonus kuota kenapa ya, padahal promonya ada dan pake apl lain masih bisa dapet bonus kuota?",neutral
Kalo cara bayarnya buat cicilan gimana yaa gan??,neutral
"produk sudah saya terima dalam keadaan aman, belum di coba",neutral
Saya mau ambil laptop Tapi cicil Gimana caranya,neutral
Kalau pake android knapa di batasi?,neutral
Biaya proteksi itu apa ya? Nanti saya kasih bintang 5 kalau sudah di jawab,neutral
hasil pertandingan sriwijaya fc vs persebaya surabaya skor akhir 3 - 3,neutral
sobat 7 masih ada kesempatan untuk menonton cuplikan pada pukul 19.25 wib,neutral
sore ini jokowi jemput kedatangan private message mahathir di indonesia,neutral
hasil pertandingan borneo fc vs persija jakarta skor akhir 0 - 1,neutral
"dalam paparan nya , menkeu smi menekankan penting nya menjaga integritas taxmin sebagai penyalur utama informasi perpajakan agar menyampaikan informasi yang baik dan benar kepada masyarakat melalui media sosial yang dimiliki nya .",neutral
Kk bagaimana cara ambil diamon ff,neutral
kok bisa kasih nomer kode seperti 885 4 28,neutral
"karena tidak disertai nomor rekening , sumbangan dikirim via jne , tiki atau menggunakan kurir pengantaran yang lain .",neutral
id : saat nya membuat karya visual 360 derajat dengan samsung ! ikuti langkah mudah di video ini .,neutral
"PIRT-1000006338 Kode Resi nya Udah bener belum om?, Soal nya gak bisa di cek..",neutral
alhamdulillah.sampai dengan selamat. tgl 9 pesan. tgl 13 dah nyampe kaltim. terima kasih. semoga awet,neutral
Flash dishny dbuat untuk ponsel zenfone go bisa gk?,neutral
Tolong tingkatkan kwalitas Upload video sekarang ngeblur gimana ya supaya gak ngeblur?,neutral
"Klo untuk seri TV ini , Apakah support untuk  memutar file video via port USB.? Kalau iya, format file jenis APA sja. Thnks",neutral
"Kok Pecah.... ndak bs d pake lagi,terus saya harus gimana ????  Saya harus kembalikan dmn....& bagaimana caranya...?? tolong penjelasan nya...",neutral
"bahas persiapan pidato politik 2018 , sby ku mpulkan pengurus demokrat se-indonesia",neutral
saya added a video to a playlist vlog - jalan dibandung kotabaru mesjid dengan bapak ridwan kamil,neutral
pesan satu kok malah dikirim dua?,neutral
indomie banyak ditemukan di warung-warung terdekat .,neutral
Masih disegel atau udh second,neutral
"Terkirim pas waktu terakhir estimasi , namun baik untuk pengemasan dan pengirimannya",neutral
bni life sedang bangun sarana ibadah dan pendidikan untuk korban gempa tasikmalaya,neutral
"setelah zikir dan tausiah , demokrat aceh lounching pendaftaran balon legislatif 2019 via",neutral
legislator pdip : bssn tak punya kewenangan untuk penangkapan,neutral
"barang ok setelah ganti antena, sudah diterima oleh bapak.",neutral
daftar obat sakit tenggorokan yang diresepkan dan dijual bebas,neutral
Saya konek USB kenapa tidak ada pilihan USB di tombol source? Ni TV kok ga ada menu USB nya? Gimana ini?,neutral
kata nya di pasteur bakal dibangun transmart yang kayak di buah batu itu .,neutral
"Belum diaktifkan semoga berfungsi dan awet, Dan dgn harga segitu, ya gak usahkah ber-expektasi tinggi.",neutral
cerita si kancil itu identik dengan kecerdikan seorang kancil menyelesai masalah yang ada di hadapan nya .,neutral
"Barang di terima 2hari setelah pemesanan, di kirim via pos indonesia, lumayan cepat! Kualitas produk sampai saat ini oke2 saja, semoga saja awet! Belum sempat di coba pakai hdmi ataupun usb",neutral
"Mantap, pengiriman cepat. tapi di daerah semarang, siaran digital hanya dapat saluran TVRI",neutral
"tempat nya menarik , dengan konsep yang sangat pabrik . sayang nya hampir seluruh menu nya non halal .",neutral
"gan barang sudah saya terima, tapi kok pas install anti virus dan masukan kode aktivasi nya ga bisa ya, kode aktifasi failed dan incorect gmn donk gan? mohon jawabannya",neutral
"dihadiri prabowo , deklarasi edy - ijeck bakal dihadiri 30 ribu massa pendukung",neutral
Tinggal di kab.semarang tapi daerah tinggal ku tdk ada,neutral
"Tolong shopee di update berikutnya bikin supaya kami sebagai pembeli bisa menghubungi kurir yang mengantar paket kami, kadang menunggu sang kurir menelepon duluan baru bisa konfirmasi tentang pengiriman paket itu melelahkan loh, kami ga 24 jam megang hp buat mantau telepon dari kurir aja, kami juga punya kerjaan lain. Bahkan paket kami bisa saja dibatalkan secara sepihak hanya karna tidak mengangkat telepon kurir. Udah gitu ga dicoba untuk mengirim ulang lagi.",neutral
barang baru di tes sedikit mudah2 han bgs,neutral
pak pernah bilang : gus dur pahlawan toleransi amp ; pluralisme .,neutral
info refundable atau tidak sudah terdapat di pesan summary dan saat pengisian data penumpang ya .,neutral
"sebuah musibah baru saja menimpa kampung adat megalitikum gurusina di bajawa , flores . kebakaran hebat yang terjadi pada senin 13 / 8 sore hampir menghanguskan seluruh kampung . total 27 dari 33 rumah adat yang ada habis dilalap api bersama semua cerita dan sejarah nya .",neutral
tni ada 57 orang ikuti binkom apintel / pam tni di kodam ii / sriwijaya,neutral
"Ini cuman My Passport biasa, bukan My Passport ULTRA, tulis deskripsi yang bener ya...",neutral
Gmana caranya klw mau ikut kredit di lazada...??,neutral
"hai , untuk starwars shaver bisa lihat di sini tersedia online di jd.id , mataharimall , lazada , tokopedia .",neutral
pengacara setya novanto : jk harus seperti jokowi,neutral
"gempar istri setnov pingsan , kpk bakal jerat keluarga setya novanto dengan kasus pencucian uang kamu : via",neutral
Tolong tingkatkan kwalitas Upload video sekarang ngeblur gimana ya supaya gak ngeblur?,neutral
kasau terima kunjungan dirut bni di mabesau,neutral
btw Invoice nya kenapa gak di sertakan?,neutral
Bagaimana carany kalau mau melakukan cicilan,neutral
"Judulnya sony smart 32, gambarnya Panasonic, deskripsinya 24"". Maunya tuh apa??",neutral
sobat 7 masih ada kesempatan untuk menonton cuplikan pada pukul 19.25 wib,neutral
semoga sesuai dengan apa yg d tawarkan,neutral
"ibu-ibu mengantre gas melon karena rumah-rumah kelas menengah kirim pembantu nya buat mengantre gas subsidi juga , harus nya menengah ke atas pakai bright gas .",neutral
"wakil ketua dpr ri dari agus hermanto , mengikuti doa bersama dan tahlil mengenang 1th wafat nya kakak kandung , serta mantan ketua umum partai demokrat , bapak h . hadi utomo ,",neutral
"tengok setya novanto di rutan kpk , deisti tumpangi mobil rheza",neutral
yang jual handphone android samsung xiaomi bukan minus merapat ya,neutral
"Secara umum produk TV Philips ini menampilkan gambar yang tajam, cerah, bahkan bisa support saluran TV HD 1080i dari First Media. Slot HDMI yang disediakan sebanyak 2, dan slot USB sebanyak 1 yang bisa memainkan video dan MP3, sudah cukup melengkapi TV ini. TV ini sudah dilengkapi dgn speaker 6 Watt, namun sayang kualitas speaker kurang greget, suara yg dihasilkan standar. Kelemahan TV ini adalah kualitas gambar tidak sama ketika dibandingkan antara dilihat dari depan dengan dilihat dari pinggir, warna gambar menjadi lebih brightness bila dilihat dari sisi pinggir.",neutral
"josua manurung - pks ungkap kontrak politik demiz , demokrat : itu untuk internal",neutral
ko ga ada panduan buat setting tv nya ya ?,neutral
